,composite_chain_id,coref_chain,dataset,subtopic,language,mentions,phrasing_diversity,unique_lemmas
4714,FIN44170365610041271/MEANTIME/115064/,FIN44170365610041271,MEANTIME,115064,,4,0.5,2
4715,FIN44170377280523656/MEANTIME/115064/,FIN44170377280523656,MEANTIME,115064,,4,4.0,4
4716,FIN44177585544056899/MEANTIME/116834/,FIN44177585544056899,MEANTIME,116834,,4,4.0,4
4717,FIN44177783736308455/MEANTIME/96770/,FIN44177783736308455,MEANTIME,96770,,4,4.0,4
4718,FIN44178004697999409/MEANTIME/76437/,FIN44178004697999409,MEANTIME,76437,,4,4.0,3
4719,FIN44178244692658833/MEANTIME/115587/,FIN44178244692658833,MEANTIME,115587,,5,3.2,5
4720,FIN44178684584105327/MEANTIME/121225/,FIN44178684584105327,MEANTIME,121225,,1,1.0,1
4721,FIN44179238026550995/MEANTIME/141483/,FIN44179238026550995,MEANTIME,141483,,4,4.0,4
4722,FIN44179241464919056/MEANTIME/141483/,FIN44179241464919056,MEANTIME,141483,,3,3.0,3
4723,FIN44179244168342519/MEANTIME/141483/,FIN44179244168342519,MEANTIME,141483,,8,1.0,4
4724,FIN44179668793765307/MEANTIME/180695/,FIN44179668793765307,MEANTIME,180695,,3,3.0,3
4725,FIN44180019212535054/MEANTIME/141225/,FIN44180019212535054,MEANTIME,141225,,4,4.0,4
4726,FIN44180100434558173/MEANTIME/141225/,FIN44180100434558173,MEANTIME,141225,,4,4.0,4
4727,FIN45375014210858773/MEANTIME/39951/,FIN45375014210858773,MEANTIME,39951,,8,6.0,6
4728,FIN45378095958232419/MEANTIME/79240/,FIN45378095958232419,MEANTIME,79240,,4,4.0,4
4729,FIN45378146113690446/MEANTIME/79240/,FIN45378146113690446,MEANTIME,79240,,7,5.0,5
4730,FIN45379890707582984/MEANTIME/118147/,FIN45379890707582984,MEANTIME,118147,,7,6.0,5
4731,FIN45379912795619839/MEANTIME/118147/,FIN45379912795619839,MEANTIME,118147,,3,3.0,3
4732,FIN45379935914596337/MEANTIME/118147/,FIN45379935914596337,MEANTIME,118147,,2,2.0,2
4733,FIN45380706320380565/MEANTIME/118175/,FIN45380706320380565,MEANTIME,118175,,8,3.938,5
4734,FIN45380767557577374/MEANTIME/118175/,FIN45380767557577374,MEANTIME,118175,,3,3.0,3
4735,FIN45380815065658778/MEANTIME/118175/,FIN45380815065658778,MEANTIME,118175,,4,4.0,4
4736,FIN45380869514546561/MEANTIME/118175/,FIN45380869514546561,MEANTIME,118175,,4,4.0,4
4737,FIN45381685366548727/MEANTIME/120554/,FIN45381685366548727,MEANTIME,120554,,3,3.0,3
4738,FIN45381962929242562/MEANTIME/120554/,FIN45381962929242562,MEANTIME,120554,,7,7.0,7
4739,FIN45381985929931930/MEANTIME/120554/,FIN45381985929931930,MEANTIME,120554,,4,4.0,4
4740,FIN45384615594082418/MEANTIME/121134/,FIN45384615594082418,MEANTIME,121134,,3,3.0,3
4741,FIN45384635587280361/MEANTIME/121134/,FIN45384635587280361,MEANTIME,121134,,5,5.0,5
4742,FIN45385855451596847/MEANTIME/123881/,FIN45385855451596847,MEANTIME,123881,,11,6.364,8
4743,FIN45386698819339360/MEANTIME/124043/,FIN45386698819339360,MEANTIME,124043,,4,4.0,4
4744,FIN45386908812393870/MEANTIME/126029/,FIN45386908812393870,MEANTIME,126029,,3,3.0,3
4745,FIN45386938418601553/MEANTIME/126029/,FIN45386938418601553,MEANTIME,126029,,12,0.444,4
4746,FIN45387210505233058/MEANTIME/126361/,FIN45387210505233058,MEANTIME,126361,,10,6.3,8
4747,FIN45387237066281632/MEANTIME/126361/,FIN45387237066281632,MEANTIME,126361,,3,3.0,3
4748,FIN45387266010189094/MEANTIME/126361/,FIN45387266010189094,MEANTIME,126361,,28,13.429,16
4749,FIN45387299361454054/MEANTIME/126361/,FIN45387299361454054,MEANTIME,126361,,4,4.0,4
4750,FIN45387692111609939/MEANTIME/126878/,FIN45387692111609939,MEANTIME,126878,,3,3.0,3
4751,FIN45387920585914443/MEANTIME/126878/,FIN45387920585914443,MEANTIME,126878,,5,5.0,5
4752,FIN45388019616399088/MEANTIME/126878/,FIN45388019616399088,MEANTIME,126878,,5,1.2,3
4753,FIN45388019616399088/MEANTIME/127227/,FIN45388019616399088,MEANTIME,127227,,4,4.0,4
4754,FIN45388042835765340/MEANTIME/126878/,FIN45388042835765340,MEANTIME,126878,,3,3.0,3
4755,FIN45819838926436726/MEANTIME/127227/,FIN45819838926436726,MEANTIME,127227,,4,4.0,4
4756,FIN45819876280517888/MEANTIME/127227/,FIN45819876280517888,MEANTIME,127227,,4,4.0,4
4757,FIN45820651838632198/MEANTIME/143300/,FIN45820651838632198,MEANTIME,143300,,4,4.0,4
4758,FIN45903557688208853/MEANTIME/160257/,FIN45903557688208853,MEANTIME,160257,,4,4.0,4
4759,FIN46394233003958379/MEANTIME/264435/,FIN46394233003958379,MEANTIME,264435,,5,4.0,4
4760,FIN46394265082902046/MEANTIME/264435/,FIN46394265082902046,MEANTIME,264435,,9,4.148,5
4761,FIN46419614611241826/MEANTIME/126878/,FIN46419614611241826,MEANTIME,126878,,3,3.0,3
4762,FIN47024731567885425/MEANTIME/238039/,FIN47024731567885425,MEANTIME,238039,,2,2.0,2
4763,FIN47026148851416382/MEANTIME/37313/,FIN47026148851416382,MEANTIME,37313,,4,4.0,4
4764,FIN47026500320042741/MEANTIME/118147/,FIN47026500320042741,MEANTIME,118147,,3,3.0,3
4765,FIN47027865268705287/MEANTIME/120554/,FIN47027865268705287,MEANTIME,120554,,3,3.0,3
4766,FIN47028040464426800/MEANTIME/120554/,FIN47028040464426800,MEANTIME,120554,,3,3.0,3
4767,FIN47028649425770689/MEANTIME/120554/,FIN47028649425770689,MEANTIME,120554,,3,3.0,3
4768,FIN47029569424273232/MEANTIME/120554/,FIN47029569424273232,MEANTIME,120554,,1,1.0,1
4769,FIN47029590005573211/MEANTIME/120554/,FIN47029590005573211,MEANTIME,120554,,1,1.0,1
4770,FIN47029691247352086/MEANTIME/120554/,FIN47029691247352086,MEANTIME,120554,,3,3.0,3
4771,FIN47030262768688037/MEANTIME/121134/,FIN47030262768688037,MEANTIME,121134,,3,3.0,3
4772,FIN47037442917811061/MEANTIME/160257/,FIN47037442917811061,MEANTIME,160257,,4,4.0,4
4773,FIN47037936525092512/MEANTIME/1007169/,FIN47037936525092512,MEANTIME,1007169,,4,4.0,4
4774,FIN47037936525092512/MEANTIME/124043/,FIN47037936525092512,MEANTIME,124043,,5,4.0,4
4775,FIN47042131636883213/MEANTIME/68899/,FIN47042131636883213,MEANTIME,68899,,4,4.0,4
4776,FIN47045052585354114/MEANTIME/120554/,FIN47045052585354114,MEANTIME,120554,,5,5.0,5
4777,FIN47045200079346523/MEANTIME/120554/,FIN47045200079346523,MEANTIME,120554,,3,3.0,3
4778,FIN47045359275125495/MEANTIME/120554/,FIN47045359275125495,MEANTIME,120554,,3,3.0,3
4779,FIN47047203004814281/MEANTIME/123881/,FIN47047203004814281,MEANTIME,123881,,4,4.0,4
4780,FIN47082360918924112/MEANTIME/287096/,FIN47082360918924112,MEANTIME,287096,,3,3.0,3
4781,FIN47183821290902719/MEANTIME/40986/,FIN47183821290902719,MEANTIME,40986,,3,3.0,3
4782,FIN4URuWnmMxqNPLC2ae/MEANTIME/116834/,FIN4URuWnmMxqNPLC2ae,MEANTIME,116834,,1,1.0,1
4783,FIN4oiq5HSRMpfq5q7P9/MEANTIME/160257/,FIN4oiq5HSRMpfq5q7P9,MEANTIME,160257,,2,2.0,2
4784,FIN52oV2Fd2MGj9fHRGv/MEANTIME/126878/,FIN52oV2Fd2MGj9fHRGv,MEANTIME,126878,,1,1.0,1
4785,FIN5558gj7Neg2fnKYn7/MEANTIME/60658/,FIN5558gj7Neg2fnKYn7,MEANTIME,60658,,1,1.0,1
4786,FIN55740608314660347/MEANTIME/23973/,FIN55740608314660347,MEANTIME,23973,,4,4.0,4
4787,FIN55740615736388646/MEANTIME/23973/,FIN55740615736388646,MEANTIME,23973,,4,4.0,4
4788,FIN55759842752069335/MEANTIME/107785/,FIN55759842752069335,MEANTIME,107785,,4,4.0,4
4789,FIN55761332965798032/MEANTIME/101354/,FIN55761332965798032,MEANTIME,101354,,4,4.0,4
4790,FIN55895364482390762/MEANTIME/43503/,FIN55895364482390762,MEANTIME,43503,,4,4.0,4
4791,FIN55895409053689066/MEANTIME/43503/,FIN55895409053689066,MEANTIME,43503,,3,3.0,3
4792,FIN55896206410543487/MEANTIME/58772/,FIN55896206410543487,MEANTIME,58772,,12,4.25,5
4793,FIN55899157220703028/MEANTIME/89284/,FIN55899157220703028,MEANTIME,89284,,6,5.0,5
4794,FIN56155445956462369/MEANTIME/107785/,FIN56155445956462369,MEANTIME,107785,,2,2.0,2
4795,FIN5qVWqEXk6KFTuc7bT/MEANTIME/61389/,FIN5qVWqEXk6KFTuc7bT,MEANTIME,61389,,2,2.0,2
4796,FIN5wSbF4sRcJDmvEfra/MEANTIME/150433/,FIN5wSbF4sRcJDmvEfra,MEANTIME,150433,,1,1.0,1
4797,FIN6D3Jaa9Dzq2ztkRRN/MEANTIME/31706/,FIN6D3Jaa9Dzq2ztkRRN,MEANTIME,31706,,1,1.0,1
4798,FIN6YCupXi9V6jeuQ5x3/MEANTIME/113278/,FIN6YCupXi9V6jeuQ5x3,MEANTIME,113278,,3,2.0,2
4799,FIN7Daq8QVi9ndWC53j4/MEANTIME/68899/,FIN7Daq8QVi9ndWC53j4,MEANTIME,68899,,1,1.0,1
4800,FIN7TAKMxbWXMQA8HXyf/MEANTIME/60658/,FIN7TAKMxbWXMQA8HXyf,MEANTIME,60658,,2,2.0,2
4801,FIN7bjAfEPoPX4yy57Kr/MEANTIME/264435/,FIN7bjAfEPoPX4yy57Kr,MEANTIME,264435,,2,2.0,2
4802,FIN8CS6X5xJex6boEYLo/MEANTIME/60658/,FIN8CS6X5xJex6boEYLo,MEANTIME,60658,,2,2.0,2
4803,FIN8qdLvFx7JoVFk5fVD/MEANTIME/112579/,FIN8qdLvFx7JoVFk5fVD,MEANTIME,112579,,1,1.0,1
4804,FINAf49oo2yJ45pKkmkC/MEANTIME/160257/,FINAf49oo2yJ45pKkmkC,MEANTIME,160257,,3,3.0,3
4805,FINBjoWXuwkQwpyxWG4L/MEANTIME/61389/,FINBjoWXuwkQwpyxWG4L,MEANTIME,61389,,1,1.0,1
4806,FINC9ipCn4dnrQBLhV5f/MEANTIME/58772/,FINC9ipCn4dnrQBLhV5f,MEANTIME,58772,,1,1.0,1
4807,FINCS72xbXN9w9RKzZGL/MEANTIME/127226/,FINCS72xbXN9w9RKzZGL,MEANTIME,127226,,1,1.0,1
4808,FINCuqitDGyWKBfrmNVG/MEANTIME/141225/,FINCuqitDGyWKBfrmNVG,MEANTIME,141225,,1,1.0,1
4809,FINCvQ8UzaMGdQKQhuzc/MEANTIME/131162/,FINCvQ8UzaMGdQKQhuzc,MEANTIME,131162,,1,1.0,1
4810,FINEkRceRXN2dhk9uQPh/MEANTIME/123881/,FINEkRceRXN2dhk9uQPh,MEANTIME,123881,,1,1.0,1
4811,FINHsA8iwC7Nr5ZT2Rwm/MEANTIME/103623/,FINHsA8iwC7Nr5ZT2Rwm,MEANTIME,103623,,2,1.0,1
4812,FINHyfkQGWBUyTf7z2xB/MEANTIME/115711/,FINHyfkQGWBUyTf7z2xB,MEANTIME,115711,,1,1.0,1
4813,FINJKDzmhNtS4V2bStUx/MEANTIME/3307/,FINJKDzmhNtS4V2bStUx,MEANTIME,3307,,1,1.0,1
4814,FINJnk2C8DzFfeUYdeNE/MEANTIME/149731/,FINJnk2C8DzFfeUYdeNE,MEANTIME,149731,,1,1.0,1
4815,FINKAaB5siimYyJYomyP/MEANTIME/61389/,FINKAaB5siimYyJYomyP,MEANTIME,61389,,1,1.0,1
4816,FINKQgwdd4UG8QJPv3so/MEANTIME/116834/,FINKQgwdd4UG8QJPv3so,MEANTIME,116834,,1,1.0,1
4817,FINKdLrWEGZdX3az67m2/MEANTIME/113227/,FINKdLrWEGZdX3az67m2,MEANTIME,113227,,1,1.0,1
4818,FINMMEvAYHtsfPBfgZfa/MEANTIME/60658/,FINMMEvAYHtsfPBfgZfa,MEANTIME,60658,,1,1.0,1
4819,FINN2jUt7LZ6248Fwtzj/MEANTIME/124259/,FINN2jUt7LZ6248Fwtzj,MEANTIME,124259,,1,1.0,1
4820,FINNozBmmgZW4kvdT28W/MEANTIME/127226/,FINNozBmmgZW4kvdT28W,MEANTIME,127226,,1,1.0,1
4821,FINPiiwH86GbymdQQ2bX/MEANTIME/264435/,FINPiiwH86GbymdQQ2bX,MEANTIME,264435,,2,2.0,2
4822,FINPoJzYV6pv3vkcfmHx/MEANTIME/47720/,FINPoJzYV6pv3vkcfmHx,MEANTIME,47720,,1,1.0,1
4823,FINQYxYKY4BS3M4RdcNq/MEANTIME/124043/,FINQYxYKY4BS3M4RdcNq,MEANTIME,124043,,1,1.0,1
4824,FINQZ5PhwJiy8V4qqM87/MEANTIME/126029/,FINQZ5PhwJiy8V4qqM87,MEANTIME,126029,,1,1.0,1
4825,FINQhBxMj63mW7CBMjBf/MEANTIME/116834/,FINQhBxMj63mW7CBMjBf,MEANTIME,116834,,1,1.0,1
4826,FINSURT5kTRY4qHbeN3x/MEANTIME/60658/,FINSURT5kTRY4qHbeN3x,MEANTIME,60658,,1,1.0,1
4827,FINT5CbHCcTvXFNp4ZSB/MEANTIME/61327/,FINT5CbHCcTvXFNp4ZSB,MEANTIME,61327,,1,1.0,1
4828,FINTuEswx7tznxXEvaBt/MEANTIME/143300/,FINTuEswx7tznxXEvaBt,MEANTIME,143300,,1,1.0,1
4829,FINTupF3sgJ8wNunv3aN/MEANTIME/124259/,FINTupF3sgJ8wNunv3aN,MEANTIME,124259,,1,1.0,1
4830,FINWb4ty9zRKmk9bkn7K/MEANTIME/126878/,FINWb4ty9zRKmk9bkn7K,MEANTIME,126878,,1,1.0,1
4831,FINWfNTLZsfdWSNgczVW/MEANTIME/76437/,FINWfNTLZsfdWSNgczVW,MEANTIME,76437,,1,1.0,1
4832,FINXepsQn6GVEQpnxP6k/MEANTIME/143300/,FINXepsQn6GVEQpnxP6k,MEANTIME,143300,,1,1.0,1
4833,FINXrE9BPwcT8q5f5UEy/MEANTIME/113278/,FINXrE9BPwcT8q5f5UEy,MEANTIME,113278,,1,1.0,1
4834,FINXueLoCXnLvFZaQMNX/MEANTIME/114864/,FINXueLoCXnLvFZaQMNX,MEANTIME,114864,,2,1.0,1
4835,FINYAHASKrSbvbsvpSJP/MEANTIME/114613/,FINYAHASKrSbvbsvpSJP,MEANTIME,114613,,1,1.0,1
4836,FINYDzLsaiBN6Teevysn/MEANTIME/21302/,FINYDzLsaiBN6Teevysn,MEANTIME,21302,,1,1.0,1
4837,FINaPFQ2PTSPPqS4fBCR/MEANTIME/61389/,FINaPFQ2PTSPPqS4fBCR,MEANTIME,61389,,1,1.0,1
4838,FINaeoxYUgM9LaiDFrbF/MEANTIME/61389/,FINaeoxYUgM9LaiDFrbF,MEANTIME,61389,,2,2.0,2
4839,FINbsVV3GFPuGQ7JJgqr/MEANTIME/160257/,FINbsVV3GFPuGQ7JJgqr,MEANTIME,160257,,1,1.0,1
4840,FINcgD5NeyhG7KYTiXgK/MEANTIME/113278/,FINcgD5NeyhG7KYTiXgK,MEANTIME,113278,,1,1.0,1
4841,FINckhfcDhRapseLhSBx/MEANTIME/115711/,FINckhfcDhRapseLhSBx,MEANTIME,115711,,1,1.0,1
4842,FINcxPgWgvc2ks7gAB7z/MEANTIME/126878/,FINcxPgWgvc2ks7gAB7z,MEANTIME,126878,,1,1.0,1
4843,FINdLDdxunEUyXCxQTgi/MEANTIME/150433/,FINdLDdxunEUyXCxQTgi,MEANTIME,150433,,1,1.0,1
4844,FINdwyDz7A8csMK5DJvL/MEANTIME/150433/,FINdwyDz7A8csMK5DJvL,MEANTIME,150433,,1,1.0,1
4845,FINecDex69QdrYLVFNLk/MEANTIME/58772/,FINecDex69QdrYLVFNLk,MEANTIME,58772,,1,1.0,1
4846,FINfALdkyvwZK2FK9fzB/MEANTIME/62405/,FINfALdkyvwZK2FK9fzB,MEANTIME,62405,,2,2.0,2
4847,FINfU989eWEMSWPQphwB/MEANTIME/115064/,FINfU989eWEMSWPQphwB,MEANTIME,115064,,1,1.0,1
4848,FINg2GtsV5x7ubuJSCTw/MEANTIME/68899/,FINg2GtsV5x7ubuJSCTw,MEANTIME,68899,,1,1.0,1
4849,FINgKmJhxeyuU4FrtaUi/MEANTIME/47720/,FINgKmJhxeyuU4FrtaUi,MEANTIME,47720,,1,1.0,1
4850,FINgXvxDVHtmsuwYRZhh/MEANTIME/127461/,FINgXvxDVHtmsuwYRZhh,MEANTIME,127461,,1,1.0,1
4851,FINgrfMJz4nfeGYQEhzJ/MEANTIME/113278/,FINgrfMJz4nfeGYQEhzJ,MEANTIME,113278,,1,1.0,1
4852,FINhN42c6skkfp5mQgSF/MEANTIME/126878/,FINhN42c6skkfp5mQgSF,MEANTIME,126878,,3,3.0,3
4853,FINhU2JQNd9Knm9z3Gbq/MEANTIME/150433/,FINhU2JQNd9Knm9z3Gbq,MEANTIME,150433,,1,1.0,1
4854,FINheGHQ9N88Pw8PMANn/MEANTIME/150433/,FINheGHQ9N88Pw8PMANn,MEANTIME,150433,,3,3.0,3
4855,FINhiQkiRGrFvzaRi4QN/MEANTIME/115711/,FINhiQkiRGrFvzaRi4QN,MEANTIME,115711,,3,2.0,2
4856,FINhmjUYRRd5UgQ5QhaG/MEANTIME/47720/,FINhmjUYRRd5UgQ5QhaG,MEANTIME,47720,,1,1.0,1
4857,FINi8c8HuUS5K8fTesHL/MEANTIME/127226/,FINi8c8HuUS5K8fTesHL,MEANTIME,127226,,1,1.0,1
4858,FINiKqWFYewm7Qz3FGBL/MEANTIME/31706/,FINiKqWFYewm7Qz3FGBL,MEANTIME,31706,,3,0.111,1
4859,FINicgbWPJN9qYgvFjGm/MEANTIME/131162/,FINicgbWPJN9qYgvFjGm,MEANTIME,131162,,1,1.0,1
4860,FINid8oijzKYLrWF3zGm/MEANTIME/61389/,FINid8oijzKYLrWF3zGm,MEANTIME,61389,,1,1.0,1
4861,FINiyhdHFoGaZ64mNRki/MEANTIME/126878/,FINiyhdHFoGaZ64mNRki,MEANTIME,126878,,1,1.0,1
4862,FINkBgKVDp8BWBDh9nED/MEANTIME/60086/,FINkBgKVDp8BWBDh9nED,MEANTIME,60086,,1,1.0,1
4863,FINmP7gpURpS4dZBVaEW/MEANTIME/124259/,FINmP7gpURpS4dZBVaEW,MEANTIME,124259,,1,1.0,1
4864,FINmXyumUjTh7oTrgy8K/MEANTIME/120578/,FINmXyumUjTh7oTrgy8K,MEANTIME,120578,,1,1.0,1
4865,FINmYXyBjR9ANivEnzA5/MEANTIME/76437/,FINmYXyBjR9ANivEnzA5,MEANTIME,76437,,1,1.0,1
4866,FINn8qGuX2cnhnaD5n7Q/MEANTIME/112579/,FINn8qGuX2cnhnaD5n7Q,MEANTIME,112579,,4,4.0,4
4867,FINnQWEXJnNAgfHXBRQa/MEANTIME/160257/,FINnQWEXJnNAgfHXBRQa,MEANTIME,160257,,1,1.0,1
4868,FINoLQHFW8M8Q3dnSUe9/MEANTIME/160257/,FINoLQHFW8M8Q3dnSUe9,MEANTIME,160257,,1,1.0,1
4869,FINoLZvLxN6wi2SpNoJ9/MEANTIME/160257/,FINoLZvLxN6wi2SpNoJ9,MEANTIME,160257,,1,1.0,1
4870,FJTwJGCJGyndvuTnR/MEANTIME/58772/,FJTwJGCJGyndvuTnR,MEANTIME,58772,,1,1.0,1
4871,GHKpLCWR7NedPrywc/MEANTIME/25501/,GHKpLCWR7NedPrywc,MEANTIME,25501,,1,1.0,1
4872,GPFBPZbzeDxb4bFTd/MEANTIME/126029/,GPFBPZbzeDxb4bFTd,MEANTIME,126029,,1,1.0,1
4873,GRA22pXztsqcy8jiVPUY/MEANTIME/25501/,GRA22pXztsqcy8jiVPUY,MEANTIME,25501,,1,1.0,1
4874,GRA25HMHRW9nAJRuVh3Y/MEANTIME/51682/,GRA25HMHRW9nAJRuVh3Y,MEANTIME,51682,,1,1.0,1
4875,GRA2KsztjJQstgHa7pyr/MEANTIME/11714/,GRA2KsztjJQstgHa7pyr,MEANTIME,11714,,1,1.0,1
4876,GRA2QQ8sDtoNBXTz2URz/MEANTIME/114719/,GRA2QQ8sDtoNBXTz2URz,MEANTIME,114719,,1,1.0,1
4877,GRA2QXZLfZh9oRG6z6mx/MEANTIME/8983/,GRA2QXZLfZh9oRG6z6mx,MEANTIME,8983,,2,0.5,2
4878,GRA2QeyZuNYzLiaF2UmA/MEANTIME/143480/,GRA2QeyZuNYzLiaF2UmA,MEANTIME,143480,,3,3.0,3
4879,GRA2RSdNpwGwdKwAir5y/MEANTIME/96770/,GRA2RSdNpwGwdKwAir5y,MEANTIME,96770,,3,3.0,3
4880,GRA2XjUXzRhirZ853PP8/MEANTIME/11716/,GRA2XjUXzRhirZ853PP8,MEANTIME,11716,,3,1.333,3
4881,GRA2igFdhubRpNiYQWSw/MEANTIME/115711/,GRA2igFdhubRpNiYQWSw,MEANTIME,115711,,3,3.0,3
4882,GRA2p62xsZRAS7sTqLL6/MEANTIME/114613/,GRA2p62xsZRAS7sTqLL6,MEANTIME,114613,,3,1.333,3
4883,GRA2tNZcayCDZMbV98xa/MEANTIME/180695/,GRA2tNZcayCDZMbV98xa,MEANTIME,180695,,1,1.0,1
4884,GRA2ufMJFjUn7pzENzGq/MEANTIME/60086/,GRA2ufMJFjUn7pzENzGq,MEANTIME,60086,,1,1.0,1
4885,GRA2whR7ufTsaCChoqSN/MEANTIME/114565/,GRA2whR7ufTsaCChoqSN,MEANTIME,114565,,3,1.333,3
4886,GRA2xSAkgF92sX3kGH8U/MEANTIME/113219/,GRA2xSAkgF92sX3kGH8U,MEANTIME,113219,,3,1.333,3
4887,GRA35koWmGPA9NuJd7WH/MEANTIME/78496/,GRA35koWmGPA9NuJd7WH,MEANTIME,78496,,1,1.0,1
4888,GRA37uvxF8ZZwbe6ZdXi/MEANTIME/68899/,GRA37uvxF8ZZwbe6ZdXi,MEANTIME,68899,,1,1.0,1
4889,GRA38QMfUxYAafmC3o9w/MEANTIME/160257/,GRA38QMfUxYAafmC3o9w,MEANTIME,160257,,3,1.333,3
4890,GRA3KVxPD28ejMr9maho/MEANTIME/61327/,GRA3KVxPD28ejMr9maho,MEANTIME,61327,,1,1.0,1
4891,GRA3M6WHT5mVdYQbYou2/MEANTIME/127248/,GRA3M6WHT5mVdYQbYou2,MEANTIME,127248,,1,1.0,1
4892,GRA3Nvguc5porEAJf8ez/MEANTIME/3835/,GRA3Nvguc5porEAJf8ez,MEANTIME,3835,,9,9.0,7
4893,GRA3aZkfD3YM5ZmuTchZ/MEANTIME/113219/,GRA3aZkfD3YM5ZmuTchZ,MEANTIME,113219,,3,1.333,3
4894,GRA3cTS4x7uZUV73r7QE/MEANTIME/51682/,GRA3cTS4x7uZUV73r7QE,MEANTIME,51682,,1,1.0,1
4895,GRA3dbKDfTsEsxjmJxrS/MEANTIME/51682/,GRA3dbKDfTsEsxjmJxrS,MEANTIME,51682,,1,1.0,1
4896,GRA3ktm8HmWMktTifA32/MEANTIME/37961/,GRA3ktm8HmWMktTifA32,MEANTIME,37961,,1,1.0,1
4897,GRA46vkHKWrNCK9iEEe9/MEANTIME/113219/,GRA46vkHKWrNCK9iEEe9,MEANTIME,113219,,3,1.333,3
4898,GRA4CeKUDugKwoedk262/MEANTIME/1007169/,GRA4CeKUDugKwoedk262,MEANTIME,1007169,,1,1.0,1
4899,GRA4E37X5wtDNRVn2xic/MEANTIME/123881/,GRA4E37X5wtDNRVn2xic,MEANTIME,123881,,1,1.0,1
4900,GRA4VJvBcxupEPpQdj8S/MEANTIME/43503/,GRA4VJvBcxupEPpQdj8S,MEANTIME,43503,,3,3.0,3
4901,GRA4WZ6WDrtSDbvBnQmA/MEANTIME/180695/,GRA4WZ6WDrtSDbvBnQmA,MEANTIME,180695,,3,3.0,3
4902,GRA4jcwFfb9aMUTovzzr/MEANTIME/127248/,GRA4jcwFfb9aMUTovzzr,MEANTIME,127248,,3,1.333,3
4903,GRA4kAJg9V54p8hn2kSx/MEANTIME/126878/,GRA4kAJg9V54p8hn2kSx,MEANTIME,126878,,4,4.0,4
4904,GRA4rtjrTsKr6Vg55euK/MEANTIME/79240/,GRA4rtjrTsKr6Vg55euK,MEANTIME,79240,,2,0.5,2
4905,GRA4tLw8RURyKzZsXYZV/MEANTIME/82738/,GRA4tLw8RURyKzZsXYZV,MEANTIME,82738,,3,3.0,3
4906,GRA4uAxYHHjq7Jhbb7oA/MEANTIME/60086/,GRA4uAxYHHjq7Jhbb7oA,MEANTIME,60086,,1,1.0,1
4907,GRA55S6bitVzhwPiz6pt/MEANTIME/51682/,GRA55S6bitVzhwPiz6pt,MEANTIME,51682,,1,1.0,1
4908,GRA57298514330270091/MEANTIME/287096/,GRA57298514330270091,MEANTIME,287096,,3,3.0,3
4909,GRA59Hcw6FU5q6q2gZXN/MEANTIME/118175/,GRA59Hcw6FU5q6q2gZXN,MEANTIME,118175,,1,1.0,1
4910,GRA5BSigWqa4y6JsLViU/MEANTIME/127226/,GRA5BSigWqa4y6JsLViU,MEANTIME,127226,,1,1.0,1
4911,GRA5KWGWRb8vP7wn3HXo/MEANTIME/96770/,GRA5KWGWRb8vP7wn3HXo,MEANTIME,96770,,3,3.0,3
4912,GRA5PFoPaajbes4rhjr7/MEANTIME/191597/,GRA5PFoPaajbes4rhjr7,MEANTIME,191597,,3,1.333,3
4913,GRA5PjmwsPspEjzttMjF/MEANTIME/113267/,GRA5PjmwsPspEjzttMjF,MEANTIME,113267,,6,2.0,4
4914,GRA5RBFkACeNaHueBPG4/MEANTIME/127226/,GRA5RBFkACeNaHueBPG4,MEANTIME,127226,,1,1.0,1
4915,GRA5UkkbTT7gYkcPa923/MEANTIME/37313/,GRA5UkkbTT7gYkcPa923,MEANTIME,37313,,2,2.0,2
4916,GRA5Vkxdmsu7Yv2JiE2M/MEANTIME/82597/,GRA5Vkxdmsu7Yv2JiE2M,MEANTIME,82597,,1,1.0,1
4917,GRA5eEYsmvbHk3HwAbcd/MEANTIME/127576/,GRA5eEYsmvbHk3HwAbcd,MEANTIME,127576,,1,1.0,1
4918,GRA5fs8Yw78qE6ju93At/MEANTIME/127576/,GRA5fs8Yw78qE6ju93At,MEANTIME,127576,,6,6.0,4
4919,GRA5jWSwb6d39oeuFEgQ/MEANTIME/160257/,GRA5jWSwb6d39oeuFEgQ,MEANTIME,160257,,3,3.0,3
4920,GRA5jue7M6eipguEkNAN/MEANTIME/40203/,GRA5jue7M6eipguEkNAN,MEANTIME,40203,,3,1.333,3
4921,GRA5kGdynZeNVRZbYkBy/MEANTIME/60658/,GRA5kGdynZeNVRZbYkBy,MEANTIME,60658,,1,1.0,1
4922,GRA68BcbxoPatyyrkJBm/MEANTIME/160257/,GRA68BcbxoPatyyrkJBm,MEANTIME,160257,,1,1.0,1
4923,GRA69ftqWumMCmkePGUK/MEANTIME/276079/,GRA69ftqWumMCmkePGUK,MEANTIME,276079,,2,2.0,2
4924,GRA6Er9ywmudPbTNeAnQ/MEANTIME/126878/,GRA6Er9ywmudPbTNeAnQ,MEANTIME,126878,,1,1.0,1
4925,GRA6aYNQtbbFru9GKPCx/MEANTIME/106653/,GRA6aYNQtbbFru9GKPCx,MEANTIME,106653,,1,1.0,1
4926,GRA6axiobbF4kQmECpp9/MEANTIME/129865/,GRA6axiobbF4kQmECpp9,MEANTIME,129865,,1,1.0,1
